top - 10:50:46 up 14 days,  2:13, 81 users,  load average: 86.41, 41.00, 30.10
Tasks: 5031 total,   8 running, 5008 sleeping,   7 stopped,   8 zombie
%Cpu(s): 50.8 us,  7.6 sy,  0.0 ni, 40.6 id,  0.0 wa,  0.8 hi,  0.2 si,  0.0 st
MiB Mem : 1547035.+total, 330557.2 free, 294884.5 used, 937498.7 buff/cache
MiB Swap:   8000.0 total,     19.6 free,   7980.4 used. 1252151.+avail Mem 

    PID USER      PR  NI    VIRT    RES    SHR S  %CPU  %MEM     TIME+ COMMAND
1505790 ly3223    20   0   11.3g  28236  23040 S   0.0   0.0   9:39.77 node
1506072 ly3223    20   0   98.5g 320256  30720 S   0.0   0.0  16:21.14 node
1506248 ly3223    20   0   11.0g  19968  19968 S   0.0   0.0   0:42.31 node
1508331 ly3223    20   0   23548   7676   3072 S   0.0   0.0   0:02.45 zsh
1508497 ly3223    20   0   19328   3672   1536 S   0.0   0.0   0:00.00 zsh
1508764 ly3223    20   0   22768   4840      0 S   0.0   0.0   0:00.00 zsh
1508767 ly3223    20   0   22752   6376   1536 S   0.0   0.0   0:00.27 zsh
1508772 ly3223    20   0    8624      0      0 S   0.0   0.0   0:00.93 gitstatusd-linu
1510724 root       0 -20       0      0      0 I   0.0   0.0   0:00.38 kworker/21:1H-xfs-log/dm-4
1512884 root      20   0       0      0      0 I   0.0   0.0   0:00.00 kworker/108:3-cgroup_destroy
1515959 root      20   0       0      0      0 I   0.0   0.0   0:00.21 kworker/92:0-cgroup_destroy
1517316 dk5661    20   0   21.3g 133032  19968 S   0.0   0.0   0:04.51 node
1520886 ch5342    20   0   27600   9216   6144 S   0.0   0.0   0:00.03 vim
1520941 mlenel    20   0   18088   3072   3072 S   0.0   0.0   0:00.12 bash
1524747 root      20   0       0      0      0 I   0.0   0.0   0:00.24 kworker/110:3-mm_percpu_wq
1528051 root       0 -20       0      0      0 I   0.0   0.0   0:00.08 kworker/12:0H-xfs-log/dm-4
1532277 yifanl    20   0   19132   3072   3072 S   0.0   0.0   0:00.12 bash
1532953 bz1474    20   0    8040   3072   3072 S   0.0   0.0   0:02.09 bash
1533125 root       0 -20       0      0      0 I   0.0   0.0   0:00.11 kworker/20:0H-xfs-log/dm-4
1534236 bz1474    20   0    7256   3072   3072 S   0.0   0.0   0:00.00 sh
1534249 bz1474    20   0   11.3g  41872  21504 S   0.0   0.0   7:14.81 node
1534637 mb7126    20   0   19576   3072   3072 S   0.0   0.0   0:00.00 dbus-broker-lau
1534642 mb7126    20   0    4880   1536   1536 S   0.0   0.0   0:06.95 dbus-broker
1534925 bz1474    20   0   11.1g  18432  18432 S   0.0   0.0   0:36.23 node
1536294 root       0 -20       0      0      0 I   0.0   0.0   0:00.65 kworker/182:2H-kblockd
1537078 bz1474    20   0   18324   3072   3072 S   0.0   0.0   0:00.52 bash
1538980 jc93      20   0   26532  12288   9216 S   0.0   0.0  29:45.11 systemd
1538985 jc93      20   0  214728  19664   1536 S   0.0   0.0   0:00.00 (sd-pam)
1539686 root      20   0       0      0      0 I   0.0   0.0   0:00.20 kworker/59:2-cgroup_destroy
1540896 root      20   0       0      0      0 I   0.0   0.0   0:00.23 kworker/111:2-mm_percpu_wq
1550050 root      20   0       0      0      0 I   0.0   0.0   0:00.12 kworker/2:2-mm_percpu_wq
1560281 root      20   0       0      0      0 S   0.0   0.0   0:00.00 mmkproc
1565189 jl8975    20   0   46288  26112   3072 S   0.0   0.0   0:04.10 bash
1576710 tx0973    20   0   27680  13824  10752 S   0.0   0.0  60:38.66 systemd
1576711 tx0973    20   0  207916  11188   1536 S   0.0   0.0   0:00.00 (sd-pam)
1586390 root      20   0       0      0      0 I   0.0   0.0   0:00.20 kworker/102:0-mm_percpu_wq
1586983 ys3146    20   0  209112   1536   1536 S   0.0   0.0   0:11.59 vhdl_ls
1589282 iv9432    20   0    9536   1536   1536 S   0.0   0.0   0:00.00 ssh-agent
1594951 root      20   0       0      0      0 I   0.0   0.0   0:00.26 kworker/115:0-mm_percpu_wq
1597072 chunyiz   20   0    7900   3072   3072 S   0.0   0.0   0:00.67 bash
1597565 root      20   0       0      0      0 S   0.0   0.0   0:00.00 mmkproc
1597566 root      20   0       0      0      0 S   0.0   0.0   0:00.00 mmkproc
1599315 root      20   0       0      0      0 I   0.0   0.0   0:00.23 kworker/40:1-mm_percpu_wq
1599910 root      20   0       0      0      0 I   0.0   0.0   0:00.00 kworker/133:0-cgroup_bpf_destroy
1606977 croughan  20   0   27448  13824   9216 S   0.0   0.0  41:07.23 systemd
1606978 croughan  20   0  213156  18400   1536 S   0.0   0.0   0:00.00 (sd-pam)
1609326 iv9432    20   0    9536   1536   1536 S   0.0   0.0   0:00.00 ssh-agent
1615209 hc1436    20   0   23556   3072   3072 S   0.0   0.0   0:00.00 oaFSLockD
1625935 rtkit     21   1  153988   1536   1536 S   0.0   0.0   0:08.89 rtkit-daemon
1626901 yw1077    20   0   17944   3072   3072 S   0.0   0.0   0:00.02 bash
1632377 yw1077    20   0   23096   7672   3072 S   0.0   0.0   0:31.21 zsh
1634643 croughan  20   0    5864   1536   1536 S   0.0   0.0   0:00.34 tmux: server
1634644 croughan  20   0   18924   3072   3072 S   0.0   0.0   0:00.09 bash
1634975 yw1077    20   0   21256   3708      0 S   0.0   0.0   0:00.00 zsh
1634977 yw1077    20   0   21240   5244   1536 S   0.0   0.0   0:03.70 zsh
1634979 yw1077    20   0   21324   5304   1536 S   0.0   0.0   0:00.00 zsh
1635125 yw1077    20   0    7176      0      0 S   0.0   0.0   0:11.13 gitstatusd-linu
1638110 rb3242    20   0   19484   3072   3072 S   0.0   0.0   0:00.03 bash
1638213 rb3242    20   0   18504   3072   3072 S   0.0   0.0   0:00.02 bash
1638424 yl8184    20   0   26516  13824   9216 S   0.0   0.0  19:50.85 systemd
1638425 yl8184    20   0  215780  20580   1536 S   0.0   0.0   0:00.00 (sd-pam)
1638854 rb3242    20   0   24492   6144   4608 S   0.0   0.0   0:00.11 vim
1644457 bz1474    20   0   18212   4608   3072 S   0.0   0.0   0:00.03 bash
1646375 jb7936    20   0   27372  15360  10752 S   0.0   0.0  42:20.63 systemd
1646379 jb7936    20   0  213156  18400   1536 S   0.0   0.0   0:00.00 (sd-pam)
1648184 xb7635    20   0   26476  15360  10752 S   0.0   0.0  23:30.94 systemd
1648185 xb7635    20   0  215024  20140   1536 S   0.0   0.0   0:00.00 (sd-pam)
1648588 xb7635    20   0   21196   3072   3072 S   0.0   0.0   0:00.09 ssh
1663133 ys3146    20   0  209092   1536   1536 S   0.0   0.0   0:14.14 vhdl_ls
1666645 nr3764    20   0   18840   3072   3072 S   0.0   0.0   0:00.07 bash
1669235 root      20   0       0      0      0 I   0.0   0.0   0:00.11 kworker/3:2-mm_percpu_wq
1677076 dw6835    20   0 1060644 116556  21504 S   0.0   0.0   0:31.99 node
1678833 root      20   0       0      0      0 S   0.0   0.0   0:00.00 mmkproc
1678834 root      20   0       0      0      0 S   0.0   0.0   0:00.00 mmkproc
1678835 root      20   0       0      0      0 S   0.0   0.0   0:00.00 mmkproc
1678836 root      20   0       0      0      0 S   0.0   0.0   0:00.00 mmkproc
1678838 root      20   0       0      0      0 S   0.0   0.0   0:00.01 mmkproc
1679607 cjweaver  20   0   17932   3072   3072 S   0.0   0.0   0:00.01 bash
1680453 iv9432    20   0    9536   1536   1536 S   0.0   0.0   0:00.00 ssh-agent
1683185 ms0270    20   0   27504  12288   9216 S   0.0   0.0  52:18.59 systemd
1683192 ms0270    20   0  213008  17520   1536 S   0.0   0.0   0:00.00 (sd-pam)
1684349 jb7936    20   0 2356768  48788   7680 S   0.0   0.0   9:03.63 wandb-osh
1687612 bc2188    20   0  986340  35332  19968 S   0.0   0.0   0:01.44 node
1688236 kg5743    20   0   27452  12288   7680 S   0.0   0.0  53:49.04 systemd
1688237 kg5743    20   0  213008  17484   1536 S   0.0   0.0   0:00.00 (sd-pam)
1689430 kg5743    20   0   17320   1536   1536 S   0.0   0.0   0:01.11 screen
1689431 kg5743    20   0   17816   3072   3072 S   0.0   0.0   0:00.02 bash
1690914 root       0 -20       0      0      0 I   0.0   0.0   0:01.68 kworker/73:2H-kblockd
1696672 root      20   0       0      0      0 I   0.0   0.0   0:00.21 kworker/134:1-events
1696974 cl5516    20   0   26488  13824   9216 S   0.0   0.0   3:38.48 systemd
1696991 cl5516    20   0  215024  20140   1536 S   0.0   0.0   0:00.00 (sd-pam)
1701701 bc2188    20   0    9540   1536   1536 S   0.0   0.0   0:00.00 ssh-agent
1701951 root      20   0       0      0      0 S   0.0   0.0   0:00.00 mmkproc
1701952 root      20   0       0      0      0 S   0.0   0.0   0:00.00 mmkproc
1703477 yw7685    20   0   27492  13824   9216 S   0.0   0.0  54:20.45 systemd
1703478 yw7685    20   0  213008  15948   1536 S   0.0   0.0   0:00.00 (sd-pam)
1704434 root       0 -20       0      0      0 I   0.0   0.0   0:01.69 kworker/158:2H-kblockd
1714130 yw7685    20   0   17192   1536   1536 S   0.0   0.0   0:00.00 screen
1714132 yw7685    20   0   17960   3072   3072 S   0.0   0.0   0:00.02 bash
1716840 root       0 -20       0      0      0 I   0.0   0.0   0:01.53 kworker/36:2H-xfs-log/dm-4
1728833 root       0 -20       0      0      0 I   0.0   0.0   0:00.48 kworker/166:1H-kblockd
1734368 jz6521    20   0   26360  13824   9216 S   0.0   0.0  15:47.03 systemd
1734369 jz6521    20   0  215780  20580   1536 S   0.0   0.0   0:00.00 (sd-pam)
1736175 root      20   0       0      0      0 I   0.0   0.0   0:00.20 kworker/131:0-events_power_efficient
1740047 root       0 -20       0      0      0 I   0.0   0.0   0:00.04 kworker/50:2H-xfs-log/dm-4
1740280 root       0 -20       0      0      0 I   0.0   0.0   0:00.46 kworker/51:2H-kblockd
1743550 cjweaver  20   0   26484  15360  10752 S   0.0   0.0  25:44.50 systemd
1743552 cjweaver  20   0  215024  20140   1536 S   0.0   0.0   0:00.00 (sd-pam)
1745147 cjweaver  20   0    6884   1536   1536 S   0.0   0.0   0:03.69 tmux: server
1745148 cjweaver  20   0   17932   3072   3072 S   0.0   0.0   0:00.02 bash
1745972 root      20   0       0      0      0 I   0.0   0.0   0:00.13 kworker/124:1-cgroup_destroy
1749058 root      20   0       0      0      0 I   0.0   0.0   0:00.19 kworker/6:0-mm_percpu_wq
1750527 jl8975    20   0   27620  13824  10752 S   0.0   0.0  60:42.97 systemd
1750529 jl8975    20   0  208284  13124   1536 S   0.0   0.0   0:00.00 (sd-pam)
1753637 root      20   0       0      0      0 S   0.0   0.0   0:00.00 mmkproc
1753638 root      20   0       0      0      0 S   0.0   0.0   0:00.00 mmkproc
1758550 st3812    20   0   18076   3072   3072 S   0.0   0.0   0:00.04 bash
1759305 root      20   0       0      0      0 S   0.0   0.0   0:00.00 mmkproc
1759816 root      20   0       0      0      0 S   0.0   0.0   0:00.00 mmkproc
1759817 root      20   0       0      0      0 S   0.0   0.0   0:00.00 mmkproc
1760071 st3812    20   0  240168  85884   7680 S   0.0   0.0  13:21.86 python
1761171 root      20   0       0      0      0 S   0.0   0.0   0:00.00 mmkproc
1761640 jl8975    20   0    9672   1536   1536 S   0.0   0.0   0:59.11 tmux: server
1761641 jl8975    20   0   46232  24576   3072 S   0.0   0.0   0:01.09 bash
1761708 root      20   0       0      0      0 S   0.0   0.0   0:00.00 mmkproc
1763002 zc5794    20   0   34.0g 558300  29184 S   0.0   0.0   4:35.26 claude
1770149 su2806    20   0   19244   3072   3072 S   0.0   0.0   0:00.12 bash
1770211 ac0340    20   0   27516  12288   7680 S   0.0   0.0  53:48.46 systemd
1770218 ac0340    20   0  213008  15948   1536 S   0.0   0.0   0:00.00 (sd-pam)
1770356 ly3223    20   0    8032   3072   3072 S   0.0   0.0   0:02.45 bash
1774573 root      20   0       0      0      0 I   0.0   0.0   0:00.08 kworker/151:0-cgroup_destroy
1777410 tx0973    20   0   13860   1536   1536 S   0.0   0.0   0:04.29 tmux: server
1777411 tx0973    20   0   18156   3072   3072 S   0.0   0.0   0:00.03 bash
1777839 tx0973    20   0   18276   3072   3072 S   0.0   0.0   0:00.12 bash
1778475 yl1440    20   0 2297532  33792   9216 S   0.0   0.0   0:07.52 python3
1779987 kg5743    20   0   17308   1536   1536 S   0.0   0.0   0:02.46 screen
1779989 kg5743    20   0   17816   3072   3072 S   0.0   0.0   0:00.02 bash
1780488 root      20   0       0      0      0 I   0.0   0.0   0:00.00 kworker/157:1-events
1781050 root      20   0   48536   9216   9216 S   0.0   0.0   0:00.03 sshd
1783074 ly3223    20   0   49068   6376   4608 S   0.0   0.0   0:04.43 sshd
1783082 ly3223    20   0    8032   3072   3072 S   0.0   0.0   0:02.46 bash
1783925 ly3223    20   0   98.4g 309680  29184 S   0.0   0.0  15:36.10 node
1784097 root      20   0       0      0      0 I   0.0   0.0   0:00.19 kworker/149:0-mm_percpu_wq
1784595 dk5661    20   0   19576   3072   3072 S   0.0   0.0   0:00.00 dbus-broker-lau
1784596 dk5661    20   0    4880   1536   1536 S   0.0   0.0   0:05.07 dbus-broker
1784614 root      20   0       0      0      0 I   0.0   0.0   0:00.18 kworker/145:1-cgroup_destroy
1792599 root      20   0       0      0      0 I   0.0   0.0   0:00.14 kworker/147:1-cgroup_destroy
1794312 root      20   0       0      0      0 I   0.0   0.0   0:00.01 kworker/146:0-cgroup_destroy
1794319 root      20   0       0      0      0 I   0.0   0.0   0:00.01 kworker/179:1-events
1801876 ly3223    20   0  966584  31576  18432 S   0.0   0.0   0:01.41 node
1803759 root      20   0   48536   9216   9216 S   0.0   0.0   0:00.03 sshd
1804322 ly3223    20   0   18100   3072   3072 S   0.0   0.0   0:00.02 bash
1804532 mlenel    20   0   48536   6472   4608 S   0.0   0.0   0:01.06 sshd
1804533 mlenel    20   0   17928   3072   3072 S   0.0   0.0   0:00.01 bash
1804909 mlenel    20   0    5468   3072   3072 S   0.0   0.0   0:00.00 tmux: client
1805011 ly3223    20   0   23588   7664   3072 S   0.0   0.0   0:00.34 zsh
1805151 ly3223    20   0   19324   3660   1536 S   0.0   0.0   0:00.00 zsh
1805936 ly3223    20   0   22916   5620      0 S   0.0   0.0   0:00.00 zsh
1805939 ly3223    20   0   22900   7156   1536 S   0.0   0.0   0:00.23 zsh
1805941 ly3223    20   0    6988      0      0 S   0.0   0.0   0:00.77 gitstatusd-linu
1806146 ly3223    20   0   21196   6144   6144 S   0.0   0.0   0:00.16 ssh
1808218 qw3460    20   0    7252   1536   1536 S   0.0   0.0   0:00.01 bash
1808672 qw3460    20   0   16992   3072   3072 S   0.0   0.0   0:00.52 zsh
1809451 yl4399    20   0   17324   1536   1536 S   0.0   0.0   0:00.51 screen
1809452 yl4399    20   0   17952   3072   3072 S   0.0   0.0   0:00.02 bash
1810590 dh9202    20   0   18096   3072   3072 S   0.0   0.0   0:00.02 bash
1812859 jl8975    20   0   48244  27648   3072 S   0.0   0.0   0:15.30 bash
1813583 dh9202    20   0   24448   7680   4608 S   0.0   0.0   0:00.07 vim
1817825 dh9202    20   0   18096   3072   3072 S   0.0   0.0   0:00.02 bash
1818471 root      20   0       0      0      0 I   0.0   0.0   0:00.18 kworker/144:3-cgwb_release
1820123 jh1161    20   0   21932   6144   3072 S   0.0   0.0   0:00.04 bash
1821889 jh1161    20   0   78.6g 722364  23040 S   0.0   0.0  23:10.69 claude
1822428 jh1161    20   0 1292372  48924  23040 S   0.0   0.0   0:00.72 npm exec @upsta
1822757 dh9202    20   0   24460   7680   4608 S   0.0   0.0   0:00.17 vim
1823469 jh1161    20   0   21.0g  49800  21504 S   0.0   0.0   0:00.54 node
1823727 jk9808    20   0   26028  15360  10752 S   0.0   0.0   0:52.29 systemd
1823728 jk9808    20   0  216756  21052   1536 S   0.0   0.0   0:00.00 (sd-pam)
1824015 jk9808    20   0    7120   3072   3072 S   0.0   0.0   0:00.00 sh
1824019 jk9808    20   0   11.3g 128216  26112 S   0.0   0.0   0:10.58 node
1824299 jk9808    20   0 1526344  62340  21504 S   0.0   0.0   0:08.56 node
1824965 root      20   0       0      0      0 I   0.0   0.0   0:00.01 kworker/1:0-cgwb_release
1824966 root      20   0       0      0      0 I   0.0   0.0   0:00.17 kworker/186:2-mm_percpu_wq
1825346 root      20   0       0      0      0 S   0.0   0.0   0:00.00 mmkproc
1826189 jk9808    20   0   18104   3072   3072 S   0.0   0.0   0:00.03 bash
1827121 jk9808    20   0   18104   3072   3072 S   0.0   0.0   0:00.04 bash
1828153 jk9808    20   0   18104   3072   3072 S   0.0   0.0   0:00.04 bash
1831370 root      20   0       0      0      0 I   0.0   0.0   0:00.00 kworker/91:0-cgroup_destroy
1831628 root      20   0       0      0      0 I   0.0   0.0   0:00.15 kworker/107:2-mm_percpu_wq
1843320 root      20   0       0      0      0 I   0.0   0.0   0:00.17 kworker/57:0-mm_percpu_wq
1843432 root      20   0       0      0      0 I   0.0   0.0   0:00.12 kworker/153:1-mm_percpu_wq
1844691 bt4811    20   0   26032  12288   7680 S   0.0   0.0   0:53.33 systemd
1844704 bt4811    20   0  216756  21052   1536 S   0.0   0.0   0:00.00 (sd-pam)
1845084 bt4811    20   0    8032   3072   3072 S   0.0   0.0   0:00.55 bash
1845641 root      20   0       0      0      0 S   0.0   0.0   0:00.00 mmkproc
1846235 bt4811    20   0    7120   3072   3072 S   0.0   0.0   0:00.00 sh
1846246 bt4811    20   0   11.2g  27032  23040 S   0.0   0.0   1:41.69 node
1847281 ms87      20   0   26040  13824   9216 S   0.0   0.0   0:50.72 systemd
1847282 ms87      20   0  216756  21052   1536 S   0.0   0.0   0:00.00 (sd-pam)
1847870 root      20   0   48536   9216   9216 S   0.0   0.0   0:00.03 sshd
1849457 zz9706    20   0    7120   3072   3072 S   0.0   0.0   0:00.00 sh
1849461 zz9706    20   0   11.3g 120456  26112 S   0.0   0.0   0:10.35 node
1849613 zz9706    20   0   74.0g   1.1g  45332 S   0.0   0.1   4:09.13 node
1849625 zz9706    20   0 1128028  21504  21504 S   0.0   0.0   0:20.49 node
1849805 zz9706    20   0  988304  36748  19968 S   0.0   0.0   0:00.48 node
1849811 zz9706    20   0    5916      0      0 S   0.0   0.0   0:37.29 pet
1850060 zz9706    20   0   18068   3072   3072 S   0.0   0.0   0:00.03 bash
1850471 zz9706    20   0   18068   3072   3072 S   0.0   0.0   0:00.03 bash
1850677 zz9706    20   0   14.4g   1.3g  26112 S   0.0   0.1  11:56.73 node
1850994 su2806    20   0    7056   1536   1536 S   0.0   0.0   0:02.76 tmux: server
1850996 su2806    20   0   18056   3072   3072 S   0.0   0.0   0:00.20 bash
1851313 vn7241    20   0   26040  15360  10752 S   0.0   0.0   0:52.85 systemd
1851314 vn7241    20   0  216756  21052   1536 S   0.0   0.0   0:00.00 (sd-pam)
1851356 vn7241    20   0   49080   6420   4608 S   0.0   0.0   0:01.04 sshd
1851362 vn7241    20   0   16392   3072   3072 S   0.0   0.0   0:00.01 bash
1851643 root      20   0       0      0      0 I   0.0   0.0   0:00.00 kworker/24:2
1851676 vn7241    20   0    7648   3072   3072 S   0.0   0.0   0:00.04 sh
1851695 vn7241    20   0  299064   7628   3072 S   0.0   0.0   0:04.29 code-c9d7799091
1851925 vn7241    20   0    7120   3072   3072 S   0.0   0.0   0:00.00 sh
1852105 vn7241    20   0   62.2g 525312  32256 S   0.0   0.0   0:20.64 node
1852106 vn7241    20   0 1102464  45564  21504 S   0.0   0.0   0:05.67 node
1852567 vn7241    20   0   77.8g 410872  21504 S   0.0   0.0   0:53.55 claude
1852582 bt4811    20   0    8032   3072   3072 S   0.0   0.0   0:00.54 bash
1853135 vn7241    20   0   17972   3072   3072 S   0.0   0.0   0:00.03 bash
1853302 vn7241    20   0    7120   3072   3072 S   0.0   0.0   0:00.00 sh
1853537 bt4811    20   0   11.1g  19968  19968 S   0.0   0.0   0:09.22 node
1853717 vn7241    20   0    7120   3072   3072 S   0.0   0.0   0:00.00 sh
1857241 zx8205    20   0   27592  15360  10752 S   0.0   0.0  60:20.35 systemd
1857245 zx8205    20   0  210148  15228   1536 S   0.0   0.0   0:00.00 (sd-pam)
1857855 zx8205    20   0    8856   1536   1536 S   0.0   0.0   0:28.73 tmux: server
1857856 zx8205    20   0   18100   3072   3072 S   0.0   0.0   0:00.03 bash
1859580 bt4811    20   0   18340   3072   3072 S   0.0   0.0   0:00.25 bash
1861711 zx8205    20   0  310728  28812   3580 S   0.0   0.0  10:13.10 python
1873977 root      20   0       0      0      0 I   0.0   0.0   0:00.00 kworker/43:2
1874012 ac0340    20   0   18084   3072   3072 S   0.0   0.0   0:00.03 bash
1875939 ak8836    20   0   27424  13824   9216 S   0.0   0.0  44:08.54 systemd
1875942 ak8836    20   0  213156  18400   1536 S   0.0   0.0   0:00.00 (sd-pam)
1876049 jz6521    20   0    5792   1536   1536 S   0.0   0.0   0:00.01 tmux: server
1876053 jz6521    20   0   18228   3072   3072 S   0.0   0.0   0:00.02 bash
1878201 ac0340    20   0   19576   3072   3072 S   0.0   0.0   0:00.00 dbus-broker-lau
1878340 ac0340    20   0    4880   1536   1536 S   0.0   0.0   0:05.84 dbus-broker
1892835 root       0 -20       0      0      0 I   0.0   0.0   0:00.27 kworker/6:2H-kblockd
1893897 root      20   0   48488   9216   9216 S   0.0   0.0   0:00.04 sshd
1894926 ar8666    20   0   26036  15360  10752 S   0.0   0.0   0:52.09 systemd
1894927 ar8666    20   0  216756  21052   1536 S   0.0   0.0   0:00.00 (sd-pam)
1894938 ar8666    20   0   50476   7900   4608 S   0.0   0.0   0:00.98 sshd
1894939 ar8666    20   0    7384   3072   3072 S   0.0   0.0   0:00.04 sh
1895017 ar8666    20   0  297768   9188   3072 S   0.0   0.0   0:04.62 code-6f17636121
1895250 ar8666    20   0    7120   3072   3072 S   0.0   0.0   0:00.00 sh
1895254 ar8666    20   0   11.2g  67540  24576 S   0.0   0.0   0:04.50 node
1895364 ar8666    20   0 1118512  37376  21504 S   0.0   0.0   0:10.09 node
1895454 ar8666    20   0   62.3g 593452  24576 S   0.0   0.0   0:13.45 node
1895503 root       0 -20       0      0      0 I   0.0   0.0   0:00.25 kworker/143:1H-kblockd
1895708 ar8666    20   0   19960   4608   3072 S   0.0   0.0   0:00.30 bash
1897262 root      20   0       0      0      0 I   0.0   0.0   0:00.04 kworker/160:1-cgroup_destroy
1897695 pw6807    20   0    7256   3072   3072 S   0.0   0.0   0:00.00 sh
1897839 pw6807    20   0 1248848  21504  21504 S   0.0   0.0   0:35.79 node
1898494 root      20   0       0      0      0 I   0.0   0.0   0:00.00 kworker/144:0-events
1898647 pw6807    20   0   19928   4608   3072 S   0.0   0.0   0:00.12 bash
1899654 root       0 -20       0      0      0 I   0.0   0.0   0:00.28 kworker/130:2H-kblockd
1901582 root       0 -20       0      0      0 I   0.0   0.0   0:00.26 kworker/11:2H-kblockd
1906270 root       0 -20       0      0      0 I   0.0   0.0   0:00.24 kworker/14:2H-kblockd
1906310 root       0 -20       0      0      0 I   0.0   0.0   0:00.25 kworker/133:1H-kblockd
1908038 root       0 -20       0      0      0 I   0.0   0.0   0:00.14 kworker/191:0H-xfs-log/dm-4
1908042 root       0 -20       0      0      0 I   0.0   0.0   0:00.26 kworker/132:2H-kblockd
1909142 root       0 -20       0      0      0 I   0.0   0.0   0:00.27 kworker/135:0H-kblockd
1909153 ys3146    20   0  209108   1536   1536 S   0.0   0.0   0:08.56 vhdl_ls
1911686 zm3870    20   0   17828   3072   3072 S   0.0   0.0   0:00.02 bash
1914204 root       0 -20       0      0      0 I   0.0   0.0   0:00.25 kworker/23:2H-kblockd
1916635 root      20   0   48536   7680   7680 S   0.0   0.0   0:00.04 sshd
1917487 root      20   0       0      0      0 S   0.0   0.0   0:00.00 mmkproc
1917493 jc4987    20   0   48536   6328   4608 S   0.0   0.0   0:00.04 sshd
1917498 jc4987    20   0   17928   3072   3072 S   0.0   0.0   0:00.04 bash
1918760 junmingh  20   0   27536  13824  10752 S   0.0   0.0  56:03.87 systemd
1918761 junmingh  20   0  211648  14820   1536 S   0.0   0.0   0:00.00 (sd-pam)
1920373 root      20   0       0      0      0 I   0.0   0.0   0:00.18 kworker/77:0-mm_percpu_wq
1921953 root       0 -20       0      0      0 I   0.0   0.0   0:01.80 kworker/104:2H-kblockd
1922092 root      20   0   48540   7680   7680 S   0.0   0.0   0:00.04 sshd
1922145 msbc      20   0   26056  12288   9216 S   0.0   0.0   0:49.40 systemd
1922149 msbc      20   0  216756  21052   1536 S   0.0   0.0   0:00.00 (sd-pam)
1922188 msbc      20   0   48856   6400   4608 S   0.0   0.0   0:00.07 sshd
1922198 msbc      20   0   21776   4608   3072 S   0.0   0.0   0:03.53 bash
1926367 zc5794    20   0 1918388 413192  19968 S   0.0   0.0   0:11.54 node
1927231 root       0 -20       0      0      0 I   0.0   0.0   0:00.22 kworker/84:2H-kblockd
1927412 root       0 -20       0      0      0 I   0.0   0.0   0:00.26 kworker/131:0H-kblockd
1927934 root       0 -20       0      0      0 I   0.0   0.0   0:00.24 kworker/36:0H-kblockd
1928735 zc5794    20   0   22164   6144   3072 S   0.0   0.0   0:00.06 bash
1937441 root       0 -20       0      0      0 I   0.0   0.0   0:01.66 kworker/180:2H-kblockd
1938409 root       0 -20       0      0      0 I   0.0   0.0   0:01.11 kworker/0:0H-xfs-log/dm-4
1947643 ys3146    20   0  209092   1536   1536 S   0.0   0.0   0:14.55 vhdl_ls
1949013 zz9706    20   0   18068   3072   3072 S   0.0   0.0   0:00.02 bash
1949064 jl0796    20   0   22204   6144   3072 S   0.0   0.0   0:00.14 bash
1949328 zz9706    20   0   84.2g 522880  24576 S   0.0   0.0   2:28.76 claude
1951674 root      20   0       0      0      0 I   0.0   0.0   0:00.17 kworker/116:1-mm_percpu_wq
1951675 root      20   0       0      0      0 I   0.0   0.0   0:00.00 kworker/25:0-mm_percpu_wq
1952918 nnadeem   20   0   17944   3072   3072 S   0.0   0.0   0:00.04 bash
1954357 zz9706    20   0   18200   3072   3072 S   0.0   0.0   0:00.05 bash
1954516 jh1161    20   0   21932   6144   3072 S   0.0   0.0   0:00.05 bash
1956549 sl8264    20   0   18072   3072   3072 S   0.0   0.0   0:00.09 bash
1958390 root       0 -20       0      0      0 I   0.0   0.0   0:00.30 kworker/111:1H-kblockd
1959276 root      20   0   48540   9216   9216 S   0.0   0.0   0:00.04 sshd
1959360 rb3242    20   0   49388  11096   4608 S   0.0   0.0   0:07.86 sshd
1959451 rb3242    20   0   18472   3072   3072 S   0.0   0.0   0:00.04 bash
1960125 wc4852    20   0   12.6g  85992   7680 S   0.0   0.0   0:58.45 code
1963945 root      20   0       0      0      0 I   0.0   0.0   0:00.17 kworker/66:2-mm_percpu_wq
1969510 nciccia   20   0   26044  15360  10752 S   0.0   0.0   0:46.68 systemd
1969512 nciccia   20   0  216756  21052   1536 S   0.0   0.0   0:00.00 (sd-pam)
1969864 nciccia   20   0    7120   3072   3072 S   0.0   0.0   0:00.00 sh
1969868 nciccia   20   0   11.3g 114140  26112 S   0.0   0.0   0:04.14 node
1970091 nciccia   20   0 1176296  50256  21504 S   0.0   0.0   0:05.91 node
1970237 nciccia   20   0   18100   3072   3072 S   0.0   0.0   0:00.03 bash
1971437 pw6807    20   0   18076   3072   3072 S   0.0   0.0   0:00.02 bash
1971785 pw6807    20   0    6240   1536   1536 S   0.0   0.0   0:02.34 watch
1974547 root       0 -20       0      0      0 I   0.0   0.0   0:00.30 kworker/20:1H-kblockd
1978317 root       0 -20       0      0      0 I   0.0   0.0   0:00.30 kworker/177:1H-kblockd
1978916 root       0 -20       0      0      0 I   0.0   0.0   0:00.23 kworker/12:2H-kblockd
1979700 root       0 -20       0      0      0 I   0.0   0.0   0:00.25 kworker/119:2H-kblockd
